User_ID,Age,Gender,Height_cm,Initial_Weight_kg,Initial_BMI,BMI_Category_x,Body_Fat_Category,Body_Fat_Percentage_x,Goal,Workout_Frequency,Average_Duration_Minutes,level,Badminton,Football,Basketball,Volleyball,Swim,Week,Weight_kg,BMI,Body_Fat_Percentage_y,Daily_Calories,Daily_Water_ml,Target_Protein_g,Target_Carbs_g,Target_Fat_g,Limit_Sugar_g,Target_Fiber_g,Limit_Cholesterol_mg,Target_Calcium_mg,Meal_Frequency,BMI_Category_y
3,45,Male,186,80,23.12,Normal,3.0,20.4,Maintain,2,60,Intermediate,0,1,1,0,1,1,80.48,23.26,20.6,2395,3400,179,239,79,59,33,300,1000,5,Normal
3,45,Male,186,80,23.12,Normal,3.0,20.4,Maintain,2,60,Intermediate,0,1,1,0,1,2,80.44,23.25,20.6,2395,3400,179,239,79,59,33,300,1000,5,Normal
3,45,Male,186,80,23.12,Normal,3.0,20.4,Maintain,2,60,Intermediate,0,1,1,0,1,3,80.2,23.18,20.8,2395,3400,179,239,79,59,33,300,1000,5,Normal
3,45,Male,186,80,23.12,Normal,3.0,20.4,Maintain,2,60,Intermediate,0,1,1,0,1,4,80.25,23.2,20.8,2399,3408,179,239,79,59,33,300,1000,5,Normal
3,45,Male,186,80,23.12,Normal,3.0,20.4,Maintain,2,60,Intermediate,0,1,1,0,1,5,80.09,23.15,20.7,2399,3408,179,239,79,59,33,300,1000,5,Normal
3,45,Male,186,80,23.12,Normal,3.0,20.4,Maintain,2,60,Intermediate,0,1,1,0,1,6,80.41,23.24,20.6,2399,3408,179,239,79,59,33,300,1000,5,Normal
3,45,Male,186,80,23.12,Normal,3.0,20.4,Maintain,2,60,Intermediate,0,1,1,0,1,7,80.26,23.2,20.7,2399,3408,179,239,79,59,33,300,1000,5,Normal
3,45,Male,186,80,23.12,Normal,3.0,20.4,Maintain,2,60,Intermediate,0,1,1,0,1,8,80.47,23.26,20.5,2402,3416,180,240,80,60,33,300,1000,5,Normal
3,45,Male,186,80,23.12,Normal,3.0,20.4,Maintain,2,60,Intermediate,0,1,1,0,1,9,80.42,23.25,20.7,2402,3416,180,240,80,60,33,300,1000,5,Normal
3,45,Male,186,80,23.12,Normal,3.0,20.4,Maintain,2,60,Intermediate,0,1,1,0,1,10,80.28,23.21,20.9,2402,3416,180,240,80,60,33,300,1000,5,Normal
3,45,Male,186,80,23.12,Normal,3.0,20.4,Maintain,2,60,Intermediate,0,1,1,0,1,11,80.07,23.14,21.1,2402,3416,180,240,80,60,33,300,1000,5,Normal
3,45,Male,186,80,23.12,Normal,3.0,20.4,Maintain,2,60,Intermediate,0,1,1,0,1,12,79.63,23.02,21.1,2390,3387,179,239,79,59,33,300,1000,5,Normal
4,47,Female,198,79,20.15,Normal,4.0,28.7,Maintain,3,90,Intermediate,0,0,1,1,0,0,79.0,20.15,28.7,2243,3665,168,224,74,56,31,300,1000,5,Normal
4,47,Female,198,79,20.15,Normal,4.0,28.7,Maintain,3,90,Intermediate,0,0,1,1,0,1,78.7,20.07,28.8,2243,3665,168,224,74,56,31,300,1000,5,Normal
4,47,Female,198,79,20.15,Normal,4.0,28.7,Maintain,3,90,Intermediate,0,0,1,1,0,2,78.29,19.97,28.7,2243,3665,168,224,74,56,31,300,1000,5,Normal
4,47,Female,198,79,20.15,Normal,4.0,28.7,Maintain,3,90,Intermediate,0,0,1,1,0,3,78.05,19.91,28.7,2243,3665,168,224,74,56,31,300,1000,5,Normal
4,47,Female,198,79,20.15,Normal,4.0,28.7,Maintain,3,90,Intermediate,0,0,1,1,0,4,77.55,19.78,28.6,2223,3614,166,222,74,55,31,300,1000,5,Normal
4,47,Female,198,79,20.15,Normal,4.0,28.7,Maintain,3,90,Intermediate,0,0,1,1,0,5,78.05,19.91,28.7,2223,3614,166,222,74,55,31,300,1000,5,Normal
4,47,Female,198,79,20.15,Normal,4.0,28.7,Maintain,3,90,Intermediate,0,0,1,1,0,6,77.7,19.82,28.8,2223,3614,166,222,74,55,31,300,1000,5,Normal
4,47,Female,198,79,20.15,Normal,4.0,28.7,Maintain,3,90,Intermediate,0,0,1,1,0,7,78.17,19.94,28.8,2223,3614,166,222,74,55,31,300,1000,5,Normal
4,47,Female,198,79,20.15,Normal,4.0,28.7,Maintain,3,90,Intermediate,0,0,1,1,0,8,78.52,20.03,28.9,2236,3648,167,223,74,55,31,300,1000,5,Normal
4,47,Female,198,79,20.15,Normal,4.0,28.7,Maintain,3,90,Intermediate,0,0,1,1,0,9,78.69,20.07,28.8,2236,3648,167,223,74,55,31,300,1000,5,Normal
4,47,Female,198,79,20.15,Normal,4.0,28.7,Maintain,3,90,Intermediate,0,0,1,1,0,10,78.58,20.04,28.9,2236,3648,167,223,74,55,31,300,1000,5,Normal
4,47,Female,198,79,20.15,Normal,4.0,28.7,Maintain,3,90,Intermediate,0,0,1,1,0,11,78.26,19.96,28.9,2236,3648,167,223,74,55,31,300,1000,5,Normal
4,47,Female,198,79,20.15,Normal,4.0,28.7,Maintain,3,90,Intermediate,0,0,1,1,0,12,78.55,20.04,28.8,2237,3649,167,223,74,55,31,300,1000,5,Normal
5,23,Female,193,105,28.19,Overweight,5.0,32.1,Weight Loss,4,90,Advanced,0,0,1,0,0,0,105.0,28.19,32.1,2569,4575,256,192,85,64,35,300,1000,5,Overweight
5,23,Female,193,105,28.19,Overweight,5.0,32.1,Weight Loss,4,90,Advanced,0,0,1,0,0,1,104.22,27.98,31.7,2569,4575,256,192,85,64,35,300,1000,5,Overweight
5,23,Female,193,105,28.19,Overweight,5.0,32.1,Weight Loss,4,90,Advanced,0,0,1,0,0,2,103.57,27.81,31.1,2569,4575,256,192,85,64,35,300,1000,5,Overweight
5,23,Female,193,105,28.19,Overweight,5.0,32.1,Weight Loss,4,90,Advanced,0,0,1,0,0,3,103.19,27.7,30.8,2569,4575,256,192,85,64,35,300,1000,5,Overweight
5,23,Female,193,105,28.19,Overweight,5.0,32.1,Weight Loss,4,90,Advanced,0,0,1,0,0,4,102.27,27.46,30.2,2527,4479,252,189,84,63,35,300,1000,5,Overweight
5,23,Female,193,105,28.19,Overweight,5.0,32.1,Weight Loss,4,90,Advanced,0,0,1,0,0,5,101.44,27.23,29.9,2527,4479,252,189,84,63,35,300,1000,5,Overweight
5,23,Female,193,105,28.19,Overweight,5.0,32.1,Weight Loss,4,90,Advanced,0,0,1,0,0,6,100.73,27.04,29.4,2527,4479,252,189,84,63,35,300,1000,5,Overweight
5,23,Female,193,105,28.19,Overweight,5.0,32.1,Weight Loss,4,90,Advanced,0,0,1,0,0,7,100.18,26.89,29.0,2527,4479,252,189,84,63,35,300,1000,5,Overweight
5,23,Female,193,105,28.19,Overweight,5.0,32.1,Weight Loss,4,90,Advanced,0,0,1,0,0,8,99.14,26.62,28.4,2478,4370,247,185,82,61,34,300,1000,5,Overweight
5,23,Female,193,105,28.19,Overweight,5.0,32.1,Weight Loss,4,90,Advanced,0,0,1,0,0,9,98.25,26.38,27.6,2478,4370,247,185,82,61,34,300,1000,5,Overweight
5,23,Female,193,105,28.19,Overweight,5.0,32.1,Weight Loss,4,90,Advanced,0,0,1,0,0,10,97.12,26.07,27.2,2478,4370,247,185,82,61,34,300,1000,5,Overweight
5,23,Female,193,105,28.19,Overweight,5.0,32.1,Weight Loss,4,90,Advanced,0,0,1,0,0,11,96.48,25.9,26.9,2478,4370,247,185,82,61,34,300,1000,5,Overweight
5,23,Female,193,105,28.19,Overweight,5.0,32.1,Weight Loss,4,90,Advanced,0,0,1,0,0,12,95.58,25.66,26.1,2423,4245,242,181,80,60,33,300,1000,5,Overweight
6,46,Female,162,83,31.63,Obese,5.0,39.5,Weight Loss,2,45,Beginner,1,0,0,0,0,0,83.0,31.63,39.5,1495,3355,149,112,49,37,20,300,1000,3,Obese
6,46,Female,162,83,31.63,Obese,5.0,39.5,Weight Loss,2,45,Beginner,1,0,0,0,0,1,81.9,31.21,38.8,1495,3355,149,112,49,37,20,300,1000,3,Obese
6,46,Female,162,83,31.63,Obese,5.0,39.5,Weight Loss,2,45,Beginner,1,0,0,0,0,2,80.98,30.86,38.2,1495,3355,149,112,49,37,20,300,1000,3,Obese
6,46,Female,162,83,31.63,Obese,5.0,39.5,Weight Loss,2,45,Beginner,1,0,0,0,0,3,80.48,30.67,37.8,1495,3355,149,112,49,37,20,300,1000,3,Obese
6,46,Female,162,83,31.63,Obese,5.0,39.5,Weight Loss,2,45,Beginner,1,0,0,0,0,4,79.81,30.41,37.3,1451,3243,145,108,48,36,20,300,1000,3,Obese
6,46,Female,162,83,31.63,Obese,5.0,39.5,Weight Loss,2,45,Beginner,1,0,0,0,0,5,79.4,30.25,36.6,1451,3243,145,108,48,36,20,300,1000,3,Obese
6,46,Female,162,83,31.63,Obese,5.0,39.5,Weight Loss,2,45,Beginner,1,0,0,0,0,6,78.45,29.89,36.1,1451,3243,145,108,48,36,20,300,1000,3,Overweight
6,46,Female,162,83,31.63,Obese,5.0,39.5,Weight Loss,2,45,Beginner,1,0,0,0,0,7,77.43,29.5,35.4,1451,3243,145,108,48,36,20,300,1000,3,Overweight
6,46,Female,162,83,31.63,Obese,5.0,39.5,Weight Loss,2,45,Beginner,1,0,0,0,0,8,76.44,29.13,35.0,1405,3125,140,105,46,35,19,300,1000,3,Overweight
6,46,Female,162,83,31.63,Obese,5.0,39.5,Weight Loss,2,45,Beginner,1,0,0,0,0,9,75.81,28.89,34.5,1405,3125,140,105,46,35,19,300,1000,3,Overweight
6,46,Female,162,83,31.63,Obese,5.0,39.5,Weight Loss,2,45,Beginner,1,0,0,0,0,10,75.64,28.82,34.1,1405,3125,140,105,46,35,19,300,1000,3,Overweight
6,46,Female,162,83,31.63,Obese,5.0,39.5,Weight Loss,2,45,Beginner,1,0,0,0,0,11,74.85,28.52,33.6,1405,3125,140,105,46,35,19,300,1000,3,Overweight
6,46,Female,162,83,31.63,Obese,5.0,39.5,Weight Loss,2,45,Beginner,1,0,0,0,0,12,74.14,28.25,33.1,1374,3045,137,103,45,34,19,300,1000,3,Overweight
7,20,Male,189,75,21.0,Normal,2.0,15.9,Maintain,3,60,Beginner,0,1,1,0,0,0,75.0,21.0,15.9,2524,3225,189,252,84,63,35,300,1000,5,Normal
7,20,Male,189,75,21.0,Normal,2.0,15.9,Maintain,3,60,Beginner,0,1,1,0,0,1,74.58,20.88,15.9,2524,3225,189,252,84,63,35,300,1000,5,Normal
7,20,Male,189,75,21.0,Normal,2.0,15.9,Maintain,3,60,Beginner,0,1,1,0,0,2,74.38,20.82,15.9,2524,3225,189,252,84,63,35,300,1000,5,Normal
7,20,Male,189,75,21.0,Normal,2.0,15.9,Maintain,3,60,Beginner,0,1,1,0,0,3,74.59,20.88,15.8,2524,3225,189,252,84,63,35,300,1000,5,Normal
7,20,Male,189,75,21.0,Normal,2.0,15.9,Maintain,3,60,Beginner,0,1,1,0,0,4,74.68,20.91,15.8,2520,3213,189,252,84,63,35,300,1000,5,Normal
7,20,Male,189,75,21.0,Normal,2.0,15.9,Maintain,3,60,Beginner,0,1,1,0,0,5,75.15,21.04,15.9,2520,3213,189,252,84,63,35,300,1000,5,Normal
7,20,Male,189,75,21.0,Normal,2.0,15.9,Maintain,3,60,Beginner,0,1,1,0,0,6,75.29,21.08,16.1,2520,3213,189,252,84,63,35,300,1000,5,Normal
7,20,Male,189,75,21.0,Normal,2.0,15.9,Maintain,3,60,Beginner,0,1,1,0,0,7,75.13,21.03,16.0,2520,3213,189,252,84,63,35,300,1000,5,Normal
7,20,Male,189,75,21.0,Normal,2.0,15.9,Maintain,3,60,Beginner,0,1,1,0,0,8,75.35,21.09,15.9,2529,3237,189,252,84,63,35,300,1000,5,Normal
7,20,Male,189,75,21.0,Normal,2.0,15.9,Maintain,3,60,Beginner,0,1,1,0,0,9,75.64,21.18,15.9,2529,3237,189,252,84,63,35,300,1000,5,Normal
7,20,Male,189,75,21.0,Normal,2.0,15.9,Maintain,3,60,Beginner,0,1,1,0,0,10,75.7,21.19,15.8,2529,3237,189,252,84,63,35,300,1000,5,Normal
7,20,Male,189,75,21.0,Normal,2.0,15.9,Maintain,3,60,Beginner,0,1,1,0,0,11,75.54,21.15,15.9,2529,3237,189,252,84,63,35,300,1000,5,Normal
7,20,Male,189,75,21.0,Normal,2.0,15.9,Maintain,3,60,Beginner,0,1,1,0,0,12,75.76,21.21,16.0,2535,3251,190,253,84,63,35,300,1000,5,Normal
8,49,Male,187,99,28.31,Overweight,4.0,28.8,Weight Loss,2,45,Beginner,1,1,0,1,0,0,99.0,28.31,28.8,2138,3915,213,160,71,53,29,300,1000,4,Overweight
8,49,Male,187,99,28.31,Overweight,4.0,28.8,Weight Loss,2,45,Beginner,1,1,0,1,0,1,98.61,28.2,28.4,2138,3915,213,160,71,53,29,300,1000,4,Overweight
8,49,Male,187,99,28.31,Overweight,4.0,28.8,Weight Loss,2,45,Beginner,1,1,0,1,0,2,97.78,27.96,28.0,2138,3915,213,160,71,53,29,300,1000,4,Overweight
8,49,Male,187,99,28.31,Overweight,4.0,28.8,Weight Loss,2,45,Beginner,1,1,0,1,0,3,96.71,27.66,27.7,2138,3915,213,160,71,53,29,300,1000,4,Overweight
8,49,Male,187,99,28.31,Overweight,4.0,28.8,Weight Loss,2,45,Beginner,1,1,0,1,0,4,96.02,27.46,27.1,2097,3810,209,157,69,52,29,300,1000,4,Overweight
8,49,Male,187,99,28.31,Overweight,4.0,28.8,Weight Loss,2,45,Beginner,1,1,0,1,0,5,94.93,27.15,26.5,2097,3810,209,157,69,52,29,300,1000,4,Overweight
8,49,Male,187,99,28.31,Overweight,4.0,28.8,Weight Loss,2,45,Beginner,1,1,0,1,0,6,94.27,26.96,26.1,2097,3810,209,157,69,52,29,300,1000,4,Overweight
8,49,Male,187,99,28.31,Overweight,4.0,28.8,Weight Loss,2,45,Beginner,1,1,0,1,0,7,93.64,26.78,25.7,2097,3810,209,157,69,52,29,300,1000,4,Overweight
8,49,Male,187,99,28.31,Overweight,4.0,28.8,Weight Loss,2,45,Beginner,1,1,0,1,0,8,93.1,26.62,25.1,2057,3708,205,154,68,51,28,300,1000,4,Overweight
8,49,Male,187,99,28.31,Overweight,4.0,28.8,Weight Loss,2,45,Beginner,1,1,0,1,0,9,92.97,26.59,24.6,2057,3708,205,154,68,51,28,300,1000,4,Overweight
8,49,Male,187,99,28.31,Overweight,4.0,28.8,Weight Loss,2,45,Beginner,1,1,0,1,0,10,92.25,26.38,23.9,2057,3708,205,154,68,51,28,300,1000,4,Overweight
8,49,Male,187,99,28.31,Overweight,4.0,28.8,Weight Loss,2,45,Beginner,1,1,0,1,0,11,91.08,26.05,23.6,2057,3708,205,154,68,51,28,300,1000,4,Overweight
8,49,Male,187,99,28.31,Overweight,4.0,28.8,Weight Loss,2,45,Beginner,1,1,0,1,0,12,90.57,25.9,23.2,2022,3619,202,151,67,50,28,300,1000,4,Overweight
9,30,Male,163,55,20.7,Normal,2.0,14.1,Muscle Gain,5,45,Advanced,1,1,0,0,0,0,55.0,20.7,14.1,2506,2375,187,313,55,62,35,300,1000,5,Normal
9,30,Male,163,55,20.7,Normal,2.0,14.1,Muscle Gain,5,45,Advanced,1,1,0,0,0,1,55.08,20.73,14.0,2506,2375,187,313,55,62,35,300,1000,5,Normal
9,30,Male,163,55,20.7,Normal,2.0,14.1,Muscle Gain,5,45,Advanced,1,1,0,0,0,2,55.21,20.78,13.9,2506,2375,187,313,55,62,35,300,1000,5,Normal
9,30,Male,163,55,20.7,Normal,2.0,14.1,Muscle Gain,5,45,Advanced,1,1,0,0,0,3,55.25,20.79,13.8,2506,2375,187,313,55,62,35,300,1000,5,Normal
9,30,Male,163,55,20.7,Normal,2.0,14.1,Muscle Gain,5,45,Advanced,1,1,0,0,0,4,55.37,20.84,13.6,2512,2387,188,314,55,62,35,300,1000,5,Normal
9,30,Male,163,55,20.7,Normal,2.0,14.1,Muscle Gain,5,45,Advanced,1,1,0,0,0,5,55.52,20.9,13.4,2512,2387,188,314,55,62,35,300,1000,5,Normal
9,30,Male,163,55,20.7,Normal,2.0,14.1,Muscle Gain,5,45,Advanced,1,1,0,0,0,6,55.55,20.91,13.3,2512,2387,188,314,55,62,35,300,1000,5,Normal
9,30,Male,163,55,20.7,Normal,2.0,14.1,Muscle Gain,5,45,Advanced,1,1,0,0,0,7,55.53,20.9,13.0,2512,2387,188,314,55,62,35,300,1000,5,Normal
9,30,Male,163,55,20.7,Normal,2.0,14.1,Muscle Gain,5,45,Advanced,1,1,0,0,0,8,55.58,20.92,13.0,2515,2395,188,314,55,62,35,300,1000,5,Normal
9,30,Male,163,55,20.7,Normal,2.0,14.1,Muscle Gain,5,45,Advanced,1,1,0,0,0,9,55.7,20.97,12.8,2515,2395,188,314,55,62,35,300,1000,5,Normal
9,30,Male,163,55,20.7,Normal,2.0,14.1,Muscle Gain,5,45,Advanced,1,1,0,0,0,10,55.67,20.95,12.5,2515,2395,188,314,55,62,35,300,1000,5,Normal
9,30,Male,163,55,20.7,Normal,2.0,14.1,Muscle Gain,5,45,Advanced,1,1,0,0,0,11,55.7,20.97,12.5,2515,2395,188,314,55,62,35,300,1000,5,Normal
9,30,Male,163,55,20.7,Normal,2.0,14.1,Muscle Gain,5,45,Advanced,1,1,0,0,0,12,55.81,21.0,12.3,2519,2403,188,314,55,62,35,300,1000,5,Normal
10,48,Female,159,101,39.95,Obese,5.0,55.5,Weight Loss,4,30,Intermediate,0,0,0,1,1,0,101.0,39.95,55.5,1984,3835,198,148,66,49,27,300,1000,4,Obese
10,48,Female,159,101,39.95,Obese,5.0,55.5,Weight Loss,4,30,Intermediate,0,0,0,1,1,1,100.66,39.82,55.0,1984,3835,198,148,66,49,27,300,1000,4,Obese
10,48,Female,159,101,39.95,Obese,5.0,55.5,Weight Loss,4,30,Intermediate,0,0,0,1,1,2,99.98,39.55,54.6,1984,3835,198,148,66,49,27,300,1000,4,Obese
10,48,Female,159,101,39.95,Obese,5.0,55.5,Weight Loss,4,30,Intermediate,0,0,0,1,1,3,99.06,39.18,53.9,1984,3835,198,148,66,49,27,300,1000,4,Obese
10,48,Female,159,101,39.95,Obese,5.0,55.5,Weight Loss,4,30,Intermediate,0,0,0,1,1,4,98.64,39.02,53.5,1947,3752,194,146,64,48,27,300,1000,4,Obese
10,48,Female,159,101,39.95,Obese,5.0,55.5,Weight Loss,4,30,Intermediate,0,0,0,1,1,5,98.15,38.82,52.9,1947,3752,194,146,64,48,27,300,1000,4,Obese
10,48,Female,159,101,39.95,Obese,5.0,55.5,Weight Loss,4,30,Intermediate,0,0,0,1,1,6,97.1,38.41,52.5,1947,3752,194,146,64,48,27,300,1000,4,Obese
10,48,Female,159,101,39.95,Obese,5.0,55.5,Weight Loss,4,30,Intermediate,0,0,0,1,1,7,96.74,38.27,52.1,1947,3752,194,146,64,48,27,300,1000,4,Obese
10,48,Female,159,101,39.95,Obese,5.0,55.5,Weight Loss,4,30,Intermediate,0,0,0,1,1,8,96.1,38.01,51.5,1908,3663,190,143,63,47,26,300,1000,4,Obese
10,48,Female,159,101,39.95,Obese,5.0,55.5,Weight Loss,4,30,Intermediate,0,0,0,1,1,9,94.95,37.56,50.8,1908,3663,190,143,63,47,26,300,1000,4,Obese
10,48,Female,159,101,39.95,Obese,5.0,55.5,Weight Loss,4,30,Intermediate,0,0,0,1,1,10,94.39,37.33,50.2,1908,3663,190,143,63,47,26,300,1000,4,Obese
10,48,Female,159,101,39.95,Obese,5.0,55.5,Weight Loss,4,30,Intermediate,0,0,0,1,1,11,94.09,37.22,49.6,1908,3663,190,143,63,47,26,300,1000,4,Obese
10,48,Female,159,101,39.95,Obese,5.0,55.5,Weight Loss,4,30,Intermediate,0,0,0,1,1,12,93.02,36.8,49.2,1860,3555,186,139,62,46,26,300,1000,4,Obese
11,39,Male,150,61,27.11,Overweight,3.0,23.4,Maintain,2,45,Beginner,0,0,1,0,1,0,61.0,27.11,23.4,1866,2585,139,186,62,46,26,300,1000,4,Overweight
11,39,Male,150,61,27.11,Overweight,3.0,23.4,Maintain,2,45,Beginner,0,0,1,0,1,1,60.52,26.9,23.5,1866,2585,139,186,62,46,26,300,1000,4,Overweight
11,39,Male,150,61,27.11,Overweight,3.0,23.4,Maintain,2,45,Beginner,0,0,1,0,1,2,60.43,26.86,23.6,1866,2585,139,186,62,46,26,300,1000,4,Overweight
11,39,Male,150,61,27.11,Overweight,3.0,23.4,Maintain,2,45,Beginner,0,0,1,0,1,3,60.26,26.78,23.6,1866,2585,139,186,62,46,26,300,1000,4,Overweight
11,39,Male,150,61,27.11,Overweight,3.0,23.4,Maintain,2,45,Beginner,0,0,1,0,1,4,60.01,26.67,23.5,1852,2550,138,185,61,46,25,300,1000,4,Overweight
11,39,Male,150,61,27.11,Overweight,3.0,23.4,Maintain,2,45,Beginner,0,0,1,0,1,5,59.59,26.49,23.5,1852,2550,138,185,61,46,25,300,1000,4,Overweight
11,39,Male,150,61,27.11,Overweight,3.0,23.4,Maintain,2,45,Beginner,0,0,1,0,1,6,59.13,26.28,23.7,1852,2550,138,185,61,46,25,300,1000,4,Overweight
11,39,Male,150,61,27.11,Overweight,3.0,23.4,Maintain,2,45,Beginner,0,0,1,0,1,7,59.43,26.41,23.7,1852,2550,138,185,61,46,25,300,1000,4,Overweight
11,39,Male,150,61,27.11,Overweight,3.0,23.4,Maintain,2,45,Beginner,0,0,1,0,1,8,59.63,26.5,23.6,1847,2537,138,184,61,46,25,300,1000,4,Overweight
11,39,Male,150,61,27.11,Overweight,3.0,23.4,Maintain,2,45,Beginner,0,0,1,0,1,9,59.6,26.49,23.7,1847,2537,138,184,61,46,25,300,1000,4,Overweight
11,39,Male,150,61,27.11,Overweight,3.0,23.4,Maintain,2,45,Beginner,0,0,1,0,1,10,59.23,26.33,23.7,1847,2537,138,184,61,46,25,300,1000,4,Overweight
11,39,Male,150,61,27.11,Overweight,3.0,23.4,Maintain,2,45,Beginner,0,0,1,0,1,11,59.5,26.45,23.6,1847,2537,138,184,61,46,25,300,1000,4,Overweight
